Vehicle_Year,Mileage,Condition_Score,Make,Auction_Location,Sold_Price
2006,145777,2.138322310221785,Chevy,Palm Beach,39113.91155110893
1988,56340,4.730328813289239,Porsche,Palm Beach,52017.6440664462
1971,5686,1.1332797501936263,Porsche,Scottsdale,30597.798750968133
1995,120519,8.569404842613043,Chevy,Scottsdale,68295.12421306521
2018,122474,5.621481652076715,Chevy,Scottsdale,64860.00826038357
1994,31286,2.2524400981716566,Chevy,Palm Beach,45133.60049085828
2011,27028,3.132822865500862,Ford,Scottsdale,58461.31432750431
2020,123090,5.03177672924674,Ford,Palm Beach,62849.883646233706
1971,87129,2.699824445339938,Ford,Palm Beach,30286.22222669969
1966,20811,3.417392453509773,Toyota,Scottsdale,38005.862267548866
1988,55062,5.809470078117369,Porsche,Las Vegas,57541.150390586845
1970,20139,8.49348111734547,Ford,Scottsdale,65453.50558672735
1992,36661,4.616557171209287,Toyota,Las Vegas,55416.68585604644
1965,1677,7.452777461981935,Porsche,Scottsdale,59596.18730990968
2006,107892,8.890157921145835,Ford,Scottsdale,76661.58960572918
1974,10885,2.946708462665458,Chevy,Palm Beach,40645.04231332729
1991,72327,8.264727733619441,Ferrari,Palm Beach,169590.9386680972
2010,118780,7.816619784979246,Ford,Palm Beach,72205.09892489623
1970,62057,4.212435681533215,Ferrari,Palm Beach,139856.4784076661
2017,65531,9.905679635507804,Ford,Palm Beach,91475.29817753902
1982,148469,3.3631513429236133,Chevy,Palm Beach,32968.856714618065
1985,71994,3.29322939428526,Ferrari,Palm Beach,141766.7469714263
1993,55292,7.95033248187878,Toyota,Las Vegas,70722.4624093939
2005,1562,4.911915862459757,Chevy,Las Vegas,66903.37931229878
1993,128948,3.9771549530293893,Ferrari,Palm Beach,143490.97476514694
1988,146683,2.6079652480519266,Ferrari,Las Vegas,132371.52624025964
1963,76206,7.887991878410896,Chevy,Scottsdale,53319.35939205448
1976,48765,8.076896255224693,Chevy,Las Vegas,63507.981276123464
1994,81110,6.099076029071264,Chevy,Palm Beach,59384.38014535632
1972,72673,9.615822518722355,Porsche,Las Vegas,66811.81259361177
2000,107903,3.863469433803888,Toyota,Scottsdale,48527.04716901944
1998,119782,2.976571409314035,Ford,Las Vegas,41904.65704657018
1974,13486,7.097200920410157,Ferrari,Palm Beach,161137.40460205078
2014,124169,7.825677767197343,Ford,Scottsdale,73711.4888359867
1988,54560,3.0241537349664016,Chevy,Scottsdale,43664.76867483201
1988,137393,1.689496878350019,Toyota,Las Vegas,28708.184391750096
1970,115475,8.294648379277348,Toyota,Scottsdale,54925.74189638674
2011,112760,9.788517762814111,Porsche,Scottsdale,83166.58881407056
1991,91419,6.802050574650559,Chevy,Scottsdale,60368.35287325279
1961,116682,3.500802101295047,Ferrari,Palm Beach,126335.81050647523
2006,136094,9.970053476975128,Porsche,Scottsdale,79240.86738487563
1973,42871,9.039399726403698,Chevy,Las Vegas,67409.89863201849
1979,52435,5.620425816522645,Porsche,Las Vegas,52358.629082613224
1981,53049,8.427891563576503,Ford,Scottsdale,67334.55781788251
1970,95658,8.342384709366701,Chevy,Las Vegas,57146.12354683351
1986,146412,9.413190727061496,Ferrari,Scottsdale,165424.75363530748
1962,102372,8.56831459396114,Ferrari,Las Vegas,153604.3729698057
1976,2816,6.79311312361448,Chevy,Scottsdale,61683.965618072405
2021,147746,6.483733470608566,Porsche,Scottsdale,68144.06735304283
2003,72016,5.2062155949845055,Toyota,Scottsdale,60329.47797492253
2015,51006,6.638370759736816,Chevy,Palm Beach,75591.25379868408
1987,563,8.156949278773444,Ferrari,Las Vegas,174228.44639386723
1988,74794,9.72133863672298,Ford,Scottsdale,75127.2931836149
1980,68794,5.205586223639081,Ferrari,Palm Beach,149148.5311181954
2006,20108,6.1628788268988135,Toyota,Palm Beach,71803.59413449407
1975,70574,5.003249455529036,Ferrari,Scottsdale,145458.8472776452
1996,38285,7.016397588850636,Toyota,Scottsdale,69253.48794425318
2018,88024,6.669284536551336,Chevy,Scottsdale,73544.02268275668
1979,35080,1.1605041117426098,Ferrari,Scottsdale,131794.52055871306
1965,22604,5.8704540319059255,Porsche,Scottsdale,49591.87015952963
1978,55070,1.7963820612911263,Porsche,Las Vegas,32474.910306455633
2016,16866,1.237452562049845,Ferrari,Scottsdale,152500.66281024923
1964,117044,8.120774458762284,Ferrari,Scottsdale,150899.4722938114
1962,94022,3.3278487594337047,Ford,Las Vegas,28237.043797168524
2018,142867,4.065895695585693,Ferrari,Palm Beach,155042.77847792848
1960,148968,1.5767612884365958,Ford,Las Vegas,12987.006442182977
2017,145731,2.6155023444491556,Ford,Palm Beach,47004.41172224578
2019,120594,7.890443364320131,Ford,Palm Beach,76892.81682160066
1997,8902,5.441777472093588,Ford,Las Vegas,64818.68736046794
1974,34259,8.926016162951335,Chevy,Scottsdale,68204.18081475666
1993,11616,4.5751791832015165,Porsche,Palm Beach,58214.295916007584
2020,50592,3.418306621788414,Ford,Scottsdale,62032.33310894207
1994,29186,4.128398330127858,Porsche,Las Vegas,54723.39165063929
2023,113858,7.41494614165214,Ford,Palm Beach,77188.9307082607
2008,30580,5.995051051010375,Porsche,Scottsdale,70917.25525505187
1984,128123,9.13772086797185,Ferrari,Palm Beach,164876.30433985926
1983,110295,6.4195189244999495,Ferrari,Palm Beach,152568.09462249975
1971,38837,5.437163876333528,Porsche,Las Vegas,48802.11938166764
1977,9365,8.071774514980596,Ford,Scottsdale,67922.37257490298
1974,114265,9.527804656601006,Chevy,Scottsdale,63212.52328300503
2003,119601,4.202613201204735,Porsche,Palm Beach,50552.96600602368
1975,71090,3.248885891489299,Toyota,Scottsdale,36635.429457446495
1986,15486,6.545956566647253,Chevy,Palm Beach,64181.18283323627
1967,104818,5.489855390384929,Toyota,Las Vegas,40467.47695192465
2019,37525,9.90267017378305,Porsche,Las Vegas,95260.85086891525
2005,121735,5.1612560573296,Ford,Scottsdale,56132.780286648
1984,53734,1.6689839622431126,Toyota,Las Vegas,34971.51981121556
1976,87088,9.796321546998723,Porsche,Las Vegas,68272.8077349936
1988,106437,8.59228251034186,Chevy,Scottsdale,66317.7125517093
2012,141315,2.60425129562167,Ford,Palm Beach,44889.75647810835
1967,146753,9.141447278015823,Toyota,Las Vegas,54531.936390079114
1974,67543,4.066001387395701,Porsche,Scottsdale,40575.7069369785
1986,29524,4.39400786081,Ford,Scottsdale,52017.639304050004
2005,88944,9.157523341259434,Ford,Scottsdale,79393.21670629719
2009,42084,5.771040085317837,Ferrari,Las Vegas,169146.80042658918
2011,41605,2.2398663645866765,Ford,Las Vegas,52538.83182293338
1966,102578,4.321505434076236,Porsche,Palm Beach,34349.72717038118
1962,62799,7.498877016410927,Chevy,Palm Beach,52214.485082054634
1988,114112,2.5676576926121504,Ferrari,Palm Beach,135427.08846306073
2023,34858,6.312080776657229,Porsche,Palm Beach,79574.60388328614
2003,136768,7.257467196499752,Porsche,Palm Beach,64110.53598249875
2012,16474,4.094682179883214,Porsche,Palm Beach,64826.01089941607
1983,118786,7.244926198374901,Toyota,Scottsdale,55846.030991874504
2019,3875,8.957866166463868,Toyota,Palm Beach,93901.83083231933
2017,27488,5.249050698099168,Chevy,Las Vegas,71996.45349049584
1962,123900,4.446183953618071,Porsche,Palm Beach,30840.919768090356
1979,21129,3.260425612224571,Toyota,Las Vegas,43689.228061122856
2005,84081,6.437849318769738,Toyota,Palm Beach,66281.14659384868
1974,53739,8.918668432348444,Toyota,Scottsdale,66219.44216174222
1984,114110,3.9219514046667463,Chevy,Scottsdale,40198.75702333373
1989,145817,4.566119720835731,Chevy,Las Vegas,42748.898604178656
1973,31205,4.659629657949855,Porsche,Palm Beach,46677.648289749275
1966,144840,6.047311075997654,Ferrari,Scottsdale,138752.55537998828
1976,147132,3.0556806541069474,Porsche,Scottsdale,28565.203270534737
2021,126619,8.399900397769338,Toyota,Palm Beach,79837.6019888467
2003,142529,3.6604204975379915,Toyota,Las Vegas,45549.20248768996
1979,102839,7.348264218070137,Ford,Las Vegas,55957.42109035068
1995,51896,5.618941676015968,Porsche,Las Vegas,60405.108380079844
1968,15904,6.273078430174812,Toyota,Scottsdale,53774.99215087406
1997,127832,2.616478649445726,Toyota,Palm Beach,38799.19324722863
2007,145798,7.615208783603535,Ferrari,Scottsdale,166996.24391801766
2016,8051,2.69758467138368,Ford,Scottsdale,60682.8233569184
2019,137621,2.021262738646952,Porsche,Scottsdale,45844.213693234764
2022,19165,5.920115498999083,Chevy,Scottsdale,78684.0774949954
1981,101603,7.383674232258987,Porsche,Palm Beach,57258.07116129493
2013,105172,1.4503225279128107,Porsche,Scottsdale,43234.41263956405
2012,140302,1.6245578344648788,Ferrari,Scottsdale,140092.5891723244
2012,89460,8.224112464353272,Porsche,Las Vegas,78174.56232176637
1961,62387,8.281294295565989,Ferrari,Scottsdale,155667.77147782996
1983,137226,3.207742453531731,Ferrari,Palm Beach,133816.11226765864
1967,107457,6.5370538252018315,Toyota,Scottsdale,45439.569126009155
1970,29770,4.988620676301935,Chevy,Palm Beach,46966.103381509674
2023,49212,6.694264372631617,Ferrari,Palm Beach,180050.12186315807
1972,88488,8.765913556893025,Ford,Palm Beach,60980.767784465126
1976,89256,1.7187078212403084,Ford,Las Vegas,27667.939106201542
1967,48022,8.001859833896088,Chevy,Las Vegas,58707.09916948044
1980,93448,5.437261940689353,Ferrari,Scottsdale,147841.50970344676
1977,79435,6.077142493857968,Chevy,Scottsdale,50942.212469289836
1989,26412,6.885382240154082,Toyota,Scottsdale,66285.71120077041
2023,67085,9.303608342161967,Ford,Palm Beach,91309.54171080983
1977,130844,1.5104795819656407,Porsche,Palm Beach,22967.997909828202
2005,101063,1.265287169120029,Ford,Palm Beach,38720.13584560014
2006,31651,2.604356033398961,Ferrari,Scottsdale,152856.6801669948
1990,89913,9.878029534240628,Chevy,Scottsdale,75398.84767120314
1997,101125,7.4356873063999815,Ford,Scottsdale,65565.9365319999
1991,124442,6.531770071490517,Porsche,Scottsdale,55714.650357452585
1970,9737,1.4233514807327312,Porsche,Las Vegas,31143.057403663654
2004,43358,8.911992015036683,Chevy,Las Vegas,82224.16007518342
1984,140996,8.314811679674435,Chevy,Las Vegas,59474.458398372175
1992,129653,6.983200394803764,Ford,Scottsdale,57950.70197401882
2019,27050,4.052177339362324,Ferrari,Las Vegas,167055.88669681162
1997,127970,1.6345446001143158,Toyota,Las Vegas,33875.72300057158
2000,315,6.220346391108302,Porsche,Scottsdale,71070.23195554152
1967,105703,7.477251143147537,Chevy,Las Vegas,50315.955715737684
1970,11623,1.8481631542952268,Toyota,Scottsdale,33078.51577147614
1981,68789,6.703908938186463,Toyota,Scottsdale,57140.64469093231
2010,23934,3.5772946109844272,Toyota,Scottsdale,60493.07305492213
1983,34574,7.878197990978306,Ferrari,Palm Beach,167433.58995489153
2000,43166,5.856542655416534,Chevy,Scottsdale,64966.11327708267
1976,10500,2.1613310902939302,Porsche,Las Vegas,37756.65545146965
1971,125311,5.738675029599124,Chevy,Las Vegas,41662.27514799562
2016,10445,4.561631770300468,Ford,Scottsdale,69763.65885150235
2005,33996,2.623203714534867,Porsche,Palm Beach,52216.41857267434
1991,28999,8.573641516559109,Chevy,Palm Beach,75468.30758279553
1974,28329,1.0992560364922257,Porsche,Palm Beach,29663.38018246113
1975,5683,3.8091544919029534,Ford,Las Vegas,45977.47245951477
2013,136069,1.113355343524841,Porsche,Palm Beach,38459.8767176242
1981,71637,1.8640625185553743,Toyota,Palm Beach,32656.61259277687
1987,135739,3.6738659725577296,Ferrari,Scottsdale,138295.42986278865
1979,74907,1.4884406685043623,Ford,Palm Beach,29451.50334252181
1992,129748,6.36967479121427,Porsche,Palm Beach,54873.57395607135
1969,112752,1.781766171875645,Ford,Palm Beach,22133.630859378223
1999,144501,7.315422706594857,Toyota,Scottsdale,61627.013532974284
1991,71892,1.47377901364445,Ferrari,Scottsdale,135679.69506822224
2009,131400,1.5337800532098713,Ford,Palm Beach,39028.90026604936
2019,37152,3.747933091299397,Toyota,Las Vegas,64524.46545649699
1992,46132,9.069143724723498,Toyota,Las Vegas,76732.51862361749
1961,33786,6.772539238509848,Toyota,Scottsdale,50984.096192549245
1992,77081,7.931181627360274,Porsche,Palm Beach,67947.80813680138
1992,98902,2.2739689852939544,Chevy,Las Vegas,37479.64492646977
2000,133981,8.507128899225213,Ford,Palm Beach,69137.54449612607
1972,42918,1.0733162337481164,Chevy,Scottsdale,27074.78116874058
1989,100522,2.9175161565970553,Toyota,Las Vegas,39035.380782985274
1992,72027,6.5448308903499415,Chevy,Scottsdale,61521.45445174971
1972,79565,4.377217677346453,Toyota,Palm Beach,39929.58838673226
2011,113321,9.85774052546707,Toyota,Scottsdale,83456.60262733535
1985,37433,1.2730532213648642,Ferrari,Scottsdale,135121.96610682431
1981,126557,9.987383511428888,Ferrari,Scottsdale,167781.21755714444
1998,16676,6.612650495751844,Chevy,Scottsdale,70395.65247875922
1961,119975,6.028362951364869,Ford,Las Vegas,38644.314756824344
1997,39505,1.5356119830757693,Chevy,Palm Beach,42227.55991537885
1998,94100,3.459959889993016,Ford,Las Vegas,46889.79944996508
1985,31701,9.32196419462436,Chevy,Palm Beach,75939.7209731218
2005,68046,4.188214028703198,Porsche,Palm Beach,56636.470143515995
2017,52216,6.954878804205259,Porsche,Palm Beach,78052.79402102629
2009,104286,9.995467153768494,Ford,Palm Beach,84048.73576884248
1974,62994,3.3676274245018707,Ferrari,Palm Beach,137538.73712250934
1993,7565,6.1847279111304445,Ford,Las Vegas,66667.13955565222
2001,56854,7.267940134319918,Chevy,Palm Beach,71154.30067159959
2014,92950,2.4816452190887364,Toyota,Scottsdale,50113.22609544368
2003,109865,2.338053073265639,Porsche,Las Vegas,42203.765366328196
2008,92791,5.10677120492356,Toyota,Las Vegas,60254.756024617796
1999,38971,4.472312695833605,Porsche,Palm Beach,57964.46347916802
1970,29611,7.427938931715825,Chevy,Scottsdale,59178.594658579124
2020,81060,1.6255789430372762,Porsche,Scottsdale,50021.89471518638
1962,65876,9.749499613666213,Ford,Palm Beach,63159.898068331066
2018,44562,1.1284928351724912,Toyota,Palm Beach,50186.26417586245
1965,32674,6.411851419025361,Toyota,Scottsdale,51291.8570951268
1968,102172,6.063693362806495,Chevy,Las Vegas,44101.26681403248
1965,78382,2.2124415778275317,Toyota,Las Vegas,25724.007889137658
1968,109879,2.358243844421768,Chevy,Palm Beach,24803.31922210884
1998,18657,8.134097390151641,Ferrari,Las Vegas,177804.7869507582
1990,72204,8.988062125714148,Ford,Las Vegas,72719.91062857074
1991,137252,3.547152692953926,Porsche,Scottsdale,39510.56346476963
2000,145026,4.941675675663116,Porsche,Las Vegas,50205.77837831558
2009,122113,4.194955369345182,Porsche,Scottsdale,53263.47684672591
1971,41181,1.652923116879867,Ferrari,Palm Beach,129646.51558439934
1967,135540,7.058838214142285,Ford,Palm Beach,45240.19107071142
1967,119281,8.426736413251211,Toyota,Scottsdale,53705.58206625606
2009,27194,3.7439142165208636,Toyota,Scottsdale,60500.17108260432
1987,66866,9.911582142676465,Ford,Palm Beach,76371.31071338232
2021,83153,1.6826640155411945,Ford,Scottsdale,50598.020077705965
1979,1401,6.9561164243306886,Porsche,Palm Beach,64140.48212165345
2021,81563,5.034052130734801,Toyota,Palm Beach,67513.960653674
2006,24566,5.019417109959903,Ford,Palm Beach,65640.48554979952
2018,26181,5.118810544301862,Toyota,Palm Beach,71975.95272150931
2022,24454,3.328135964212856,Ford,Palm Beach,65195.27982106428
1966,93397,7.440065445990092,Chevy,Palm Beach,50860.62722995046
1970,18400,7.494188734765242,Porsche,Las Vegas,60630.94367382621
1979,64484,3.5415739909524433,Ford,Las Vegas,40759.469954762215
1975,95127,8.517758147726052,Ferrari,Palm Beach,160576.09073863027
1963,121784,3.85160449285297,Ford,Las Vegas,28579.62246426485
1965,60992,7.52583811587888,Chevy,Scottsdale,54029.990579394405
2017,35625,2.088997907608598,Ferrari,Scottsdale,155382.48953804298
1981,6564,2.518314785233711,Ferrari,Palm Beach,142435.17392616856
1985,16662,3.8421608005742605,Ford,Las Vegas,50044.6040028713
2022,107492,6.344863909010753,Chevy,Scottsdale,71975.11954505376
1962,55614,6.809603369308293,Ferrari,Scottsdale,149486.61684654147
2022,113528,4.567205547707274,Porsche,Scottsdale,62483.22773853637
2000,112664,1.7005523779946263,Porsche,Scottsdale,37236.36188997313
2019,108147,4.362711868834518,Toyota,Las Vegas,60498.8593441726
2001,32734,7.198907643632364,Toyota,Scottsdale,73221.13821816182
1973,160,7.038959150172843,Chevy,Scottsdale,61678.795750864214
1970,9369,2.441767718848985,Ferrari,Scottsdale,136271.93859424492
1977,23165,1.0700557324207045,Porsche,Palm Beach,31533.778662103523
2013,2995,7.776834555665051,Porsche,Scottsdale,85084.67277832526
1971,80959,1.9573134974671933,Chevy,Scottsdale,27190.667487335966
1982,143524,1.7411422956785696,Ferrari,Las Vegas,125353.31147839285
1971,104227,1.0243109515074713,Chevy,Scottsdale,20198.854757537356
1972,96526,4.893411933612345,Ford,Scottsdale,40814.459668061725
1984,12062,5.529375108107329,Porsche,Scottsdale,58440.67554053665
2004,33402,6.738976415337316,Chevy,Palm Beach,72354.68207668659
2010,85482,3.6645745664132727,Chevy,Las Vegas,54774.67283206637
2017,4111,7.3938224474810195,Ford,Las Vegas,85058.0122374051
1978,129816,2.523986716662474,Toyota,Palm Beach,28638.33358331237
2014,19882,8.487910477993125,Porsche,Palm Beach,87451.35238996563
2005,120754,6.14663496001401,Chevy,Las Vegas,61157.774800070045
1995,9296,6.255008410348436,Porsche,Scottsdale,67845.44205174218
2004,43559,2.8879787240119734,Toyota,Las Vegas,52083.99362005987
1967,87345,1.6669787437034942,Chevy,Palm Beach,23100.393718517473
1988,78963,5.182523227726043,Ford,Scottsdale,52016.31613863021
2014,123306,6.540507567301231,Porsche,Las Vegas,67371.93783650616
2012,101110,1.8554181279551702,Ford,Scottsdale,45166.09063977585
2014,32869,9.5548102707535,Toyota,Scottsdale,91487.1513537675
1991,107629,9.823729242095261,Toyota,Palm Beach,73855.7462104763
2010,24800,5.9091102585324276,Porsche,Las Vegas,72065.55129266213
2003,5369,9.550622397460655,Toyota,Palm Beach,88716.21198730328
1977,121731,2.6150071382276776,Ferrari,Las Vegas,129401.93569113838
1965,43980,1.228786166615724,Porsche,Las Vegas,24245.93083307862
1977,114103,1.3546858176135093,Ferrari,Scottsdale,123863.12908806754
1978,139492,6.287612314841012,Toyota,Scottsdale,46488.86157420506
1981,49689,1.5547769509314118,Porsche,Scottsdale,33304.98475465705
1996,35997,9.626910461416784,Ferrari,Palm Beach,182534.8523070839
1991,14480,2.2773988968345873,Toyota,Scottsdale,45438.99448417294
2015,71034,3.7425052544768076,Chevy,Palm Beach,59109.12627238404
2000,55930,8.402660217985137,Chevy,Scottsdale,76420.30108992569
2018,5629,2.968662907936838,Ford,Palm Beach,63280.414539684185
1962,94698,3.1867161260911354,Chevy,Las Vegas,27463.780630455673
1987,83087,6.7807806021191634,Ferrari,Palm Beach,159095.2030105958
1969,49278,3.484774796403361,Chevy,Palm Beach,36996.07398201681
2010,138109,2.957028706069303,Porsche,Palm Beach,45974.24353034651
1994,122052,3.2875994287509176,Porsche,Las Vegas,41232.79714375459
2020,39986,5.415827494066542,Porsche,Palm Beach,73080.53747033271
1988,49799,9.69489885458334,Chevy,Las Vegas,77494.5942729167
2013,76496,8.490141474051054,Chevy,Scottsdale,81301.10737025525
2022,90778,3.561492381041594,Ford,Scottsdale,59729.66190520797
1974,25379,4.270358876482879,Toyota,Las Vegas,45813.89438241439
1992,110876,5.180610254536696,Ford,Palm Beach,50815.45127268349
1966,101544,9.810366823152913,Ferrari,Scottsdale,161897.43411576457
1971,106400,2.551514215021441,Porsche,Palm Beach,27617.571075107204
2008,113893,4.2173479314269455,Chevy,Palm Beach,53697.439657134724
1989,116378,7.564834845844435,Toyota,Las Vegas,60686.37422922217
1980,103347,9.67549360842049,Toyota,Scottsdale,68042.76804210246
1990,9097,2.4010769148781392,Chevy,Las Vegas,46095.684574390696
2017,106202,3.046419587749112,Ford,Las Vegas,53111.89793874556
2020,85811,3.0312520695138723,Toyota,Las Vegas,56575.16034756936
1983,116145,1.1883882654286615,Ford,Las Vegas,25827.441327143308
1979,40960,6.437040624828546,Chevy,Palm Beach,57589.20312414273
1996,3325,7.036327667313044,Ford,Scottsdale,72849.13833656523
1963,110214,6.4227330111272805,Porsche,Scottsdale,42592.2650556364
1987,113318,1.641906904715329,Chevy,Scottsdale,30377.73452357664
2003,100864,1.6230711317106854,Chevy,Palm Beach,39528.95565855343
2021,107141,2.8934789904471163,Toyota,Palm Beach,54253.294952235585
1979,112324,3.6126506412902315,Toyota,Las Vegas,36330.85320645115
2019,63756,8.078892903190425,Toyota,Las Vegas,83518.86451595213
1983,76390,2.43451239174029,Porsche,Las Vegas,36033.56195870145
2009,56733,1.3968299475777892,Porsche,Las Vegas,45810.849737888944
2008,26755,4.545887569417497,Ferrari,Scottsdale,164053.93784708748
2010,121218,4.747529531277283,Chevy,Las Vegas,56615.84765638641
1991,3214,5.058166043700588,Toyota,Palm Beach,60469.43021850294
2000,26602,8.442131896242717,Chevy,Palm Beach,79550.45948121359
1995,49868,1.8820487338384755,Ford,Palm Beach,41923.44366919238
2017,48228,7.335478741797659,Porsche,Las Vegas,80354.5937089883
2012,83223,4.041510139407617,Ferrari,Scottsdale,157885.25069703808
1993,108355,3.7898212279192296,Ford,Scottsdale,44613.606139596144
2023,3274,9.39288813477382,Chevy,Las Vegas,98137.04067386911
1995,117869,3.2362167197506784,Porsche,Las Vegas,41894.18359875339
1961,35498,6.782786518054297,Toyota,Palm Beach,50864.13259027149
1974,135493,3.4761498163848286,Ford,Palm Beach,30831.44908192414
1993,123649,5.564294943763466,Porsche,Scottsdale,51956.574718817326
1995,72735,8.076636033366501,Chevy,Palm Beach,70609.6801668325
1965,23860,8.935502711646345,Chevy,Palm Beach,64791.51355823172
1998,142532,8.548275162655454,Ford,Las Vegas,67488.17581327727
2001,141485,6.239626625301758,Ford,Scottsdale,57549.633126508794
2010,130774,3.239346838043999,Ford,Las Vegas,48119.33419022
2010,136973,6.951100449356792,Ferrari,Scottsdale,166058.20224678394
2017,14230,7.389145412016472,Toyota,Las Vegas,84022.72706008237
2013,145443,1.0962279110215127,Porsche,Scottsdale,37436.83955510756
2020,147247,4.952894598386871,Chevy,Palm Beach,60039.772991934355
1971,107315,8.58935838539588,Chevy,Scottsdale,57715.2919269794
1962,88195,5.406288366187426,Toyota,Scottsdale,39211.94183093713
2004,61042,3.80237897946989,Ford,Las Vegas,54907.69489734946
1977,144033,8.846179939221965,Ford,Scottsdale,58327.59969610982
1999,99070,2.4029262777682514,Chevy,Scottsdale,41607.631388841255
1980,82303,2.8580070917458036,Toyota,Scottsdale,36059.73545872902
1974,88277,7.1863513024252,Chevy,Las Vegas,54104.056512126
1992,73002,4.171923473739175,Ford,Scottsdale,49559.41736869587
1994,92272,7.41715152160401,Porsche,Las Vegas,64858.557608020055
1985,146802,2.419332591335427,Ford,Palm Beach,29916.462956677136
1967,20156,3.2704218064076134,Porsche,Las Vegas,37836.50903203807
1995,138554,2.4098264052727014,Ferrari,Scottsdale,135693.7320263635
2007,55839,9.576192822071587,Toyota,Palm Beach,85797.06411035794
1989,81785,4.648635647658317,Ferrari,Scottsdale,149564.67823829158
1982,48739,4.034979189192034,Ford,Las Vegas,46300.99594596017
2001,1092,1.1278194055368824,Toyota,Palm Beach,46029.89702768441
2003,72494,2.3807582146979867,Ford,Palm Beach,46154.39107348993
1973,67757,4.790222706182496,Toyota,Palm Beach,43675.413530912476
1973,27260,1.6165251331470465,Toyota,Scottsdale,31856.62566573523
1961,45256,5.596653965555952,Ford,Palm Beach,43957.66982777976
2014,86542,5.095138946180031,Ford,Palm Beach,63821.49473090016
1996,118025,7.904513263099168,Toyota,Palm Beach,65720.06631549585
1964,4236,6.938224312602849,Toyota,Palm Beach,56267.52156301425
1997,61968,5.013525747885164,Ford,Las Vegas,57370.82873942582
2004,82363,3.021946300945643,Ford,Scottsdale,48873.431504728214
2000,32267,7.541772094160257,Chevy,Scottsdale,74482.16047080129
2021,111057,7.370758931087837,Chevy,Palm Beach,76248.09465543918
2013,15579,2.3796654446384866,Chevy,Las Vegas,56840.42722319243
2019,119492,9.232766482828625,Ferrari,Palm Beach,183714.63241414313
2020,135995,1.5796460441353886,Toyota,Scottsdale,44298.730220676945
2006,19685,1.4953393800344457,Porsche,Scottsdale,48508.19690017223
1973,148444,2.6861537589618427,Ferrari,Scottsdale,125086.36879480921
2015,26719,9.185147182438941,Toyota,Palm Beach,90753.83591219471
1998,75169,5.679983116332297,Porsche,Palm Beach,59883.01558166148
1984,39995,8.091468286056102,Chevy,Las Vegas,68457.8414302805
1979,3820,3.0505886926885055,Porsche,Las Vegas,44370.94346344253
1961,19367,5.411997771883668,Ford,Scottsdale,45623.28885941834
1998,146868,4.2246051726149405,Ford,Scottsdale,45436.225863074695
1965,53464,8.450457463595734,Toyota,Las Vegas,59405.88731797867
1976,51667,1.2034399542330396,Ferrari,Scottsdale,128850.4997711652
2018,91329,3.194584569694948,Chevy,Las Vegas,55840.02284847474
1984,78618,2.373168018721409,Toyota,Palm Beach,36004.04009360705
2016,82944,8.732701348494125,Chevy,Scottsdale,83369.10674247061
1987,90797,5.207894647243892,Ford,Scottsdale,50459.773236219466
1961,57296,4.637980395038946,Ferrari,Las Vegas,137960.3019751947
1994,115700,5.0453448589097185,Ferrari,Palm Beach,150656.7242945486
1996,100725,9.747320956321017,Ford,Scottsdale,76664.10478160509
1964,131667,8.652406549023318,Porsche,Scottsdale,52095.3327451166
2022,44855,7.357318946652768,Ferrari,Las Vegas,183301.09473326383
1960,33424,3.614310633009292,Porsche,Palm Beach,34729.15316504646
1999,79029,2.48655699566603,Chevy,Las Vegas,44029.88497833015
1971,132724,9.29290266122008,Ferrari,Palm Beach,158692.1133061004
2015,51372,4.807679705168345,Ford,Palm Beach,66401.19852584173
1995,74562,3.5088021952176627,Porsche,Las Vegas,47587.81097608831
2004,54775,5.238287437758719,Chevy,Las Vegas,62713.93718879359
1982,73691,9.260626805383168,Chevy,Palm Beach,69934.03402691585
2006,32463,4.483605820521639,Ferrari,Las Vegas,162171.7291026082
1990,77104,6.063768975232895,Ferrari,Scottsdale,157608.4448761645
1970,40818,8.226696709977102,Toyota,Scottsdale,62051.68354988551
1969,113727,4.844192779435521,Toyota,Scottsdale,37348.2638971776
1962,26970,3.1018762173373147,Ferrari,Scottsdale,133812.38108668657
2013,37494,9.9507317354473,Toyota,Scottsdale,92504.2586772365
1973,52157,9.609137717069437,Ford,Las Vegas,69329.98858534718
1975,79895,8.591312522129627,Ford,Palm Beach,62467.062610648136
1969,80509,7.195364914473303,Toyota,Las Vegas,52425.924572366515
1988,13116,3.6537906526272725,Ferrari,Scottsdale,150957.35326313635
1969,42237,9.220716443476288,Ford,Scottsdale,66379.88221738144
1971,131325,3.4800100310910587,Chevy,Las Vegas,29767.550155455294
1989,139025,8.207285452091492,Ferrari,Las Vegas,161633.92726045745
2000,12479,9.264323511471757,Porsche,Palm Beach,85073.71755735879
1960,146964,6.427034563869204,Porsche,Scottsdale,37438.77281934602
1964,121269,8.22750596102061,Ferrari,Las Vegas,151010.62980510306
1979,149272,8.12525589281572,Toyota,Palm Beach,55199.07946407859
1967,126182,2.738419760088819,Ford,Scottsdale,24573.898800444094
2002,113189,7.0113202623647615,Ford,Scottsdale,64737.7013118238
1971,11149,1.841211432139992,Ferrari,Scottsdale,133591.15716069995
1960,131958,5.5706512882373325,Chevy,Las Vegas,34657.45644118666
2016,122884,2.4601199332651973,Toyota,Scottsdale,48012.199666325985
2023,47791,4.747145489167885,Chevy,Scottsdale,70456.62744583943
